symbol,label,market,code,payout_method,gate_note,fiscal_years,base_eps,f1_revenue,analysts,forecast_source,forecast_method,payout_ratio,payout_detail,payout_years,forecast_dividend_payout,close,ttm_pe,ttm_pb,historical_neutral_roe,historical_bear_roe,historical_bear_roa,base_pr,bear_pr,revenue_growth_ttm,profit_growth_ttm,base_eps_f1,base_eps_f2,base_eps_f3,bear_eps_f1,bear_eps_f2,bear_eps_f3,base_pe_f1,bear_pe_f1,base_pe_f3,bear_pe_f3,base_eps_cagr_to_f3,bear_eps_cagr_to_f3,payout_adjustment,adjustment_status,adjusted_base_pr,adjusted_bear_pr,adjusted_base_pe_f1,adjusted_bear_pe_f1,screen_metric
NYSE:DECK,Deckers,US,DECK,total_payout,HOKA集中度待核,"['F1', 'F2', 'F3']","[7.534283, 8.287711300000002, 9.033605317000003]",5886966705.0,,https://www.tradingview.com/markets/stocks-usa/stock-screener/,F1 analyst consensus; F2-F3 conservative fade model,0.7005100510051006,"{""profit"": 2749725000.0, ""dividend"": 0.0, ""repurchase"": 2057033000.0, ""issuance"": 10757000.0, ""sbc"": 120066000.0}","2026-03-31,2025-03-31,2024-03-31",,87.76,12.45387977521712,5.213138105984239,40.769394859258334,40.2452085601375,27.6455738545625,0.3054712933122912,0.3094499996591537,7.484361821074422,2.543375613462683,7.534283,8.287711300000002,9.033605317000003,6.0274264,6.215783475000001,6.323523721900002,11.648089141329043,14.560111426661303,9.714836648314462,13.878338069020659,0.0863165318786816,-0.03545520418577519,1.0,applied,0.3054712933122912,0.3094499996591537,11.648089141329043,14.560111426661303,0.3449052038449289
NASDAQ:LULU,Lululemon,US,LULU,total_payout,品牌修复待证,"['F1', 'F2', 'F3']","[10.844788, 11.71237104, 12.649360723200001]",11025596326.0,,https://www.tradingview.com/markets/stocks-usa/stock-screener/,F1 analyst consensus; F2-F3 conservative fade model,0.6327089319980284,"{""profit"": 4943989000.0, ""dividend"": 0.0, ""repurchase"": 3373880000.0, ""issuance"": 0.0, ""sbc"": 245774000.0}","2026-02-01,2025-02-02,2024-01-28",,120.81,9.755408231655617,2.864630386565047,38.81220052205833,32.0270239581901,18.2891926216691,0.2513490114045782,0.3045992735507015,4.220022614174371,-19.256242646314487,10.844788,11.71237104,12.649360723200001,8.133591,8.4329071488,8.85455250624,11.13991347733123,14.853217969774976,9.550680278919092,13.64382896988442,0.00709486222057798,-0.10579644169993574,1.0,applied,0.2513490114045782,0.3045992735507015,11.13991347733123,14.853217969774976,0.4103957152506372
NASDAQ:PDD,PDD,US,PDD,reinvestment,治理/竞争条件通过,"['F1', 'F2', 'F3']","[10.294782303199998, 11.838999648679996, 13.259679606521598]",69604379662.24507,,https://www.tradingview.com/markets/stocks-usa/stock-screener/,F1 analyst consensus; F2-F3 conservative fade model,0.0,"{""profit"": 270303595000.0, ""dividend"": 0.0, ""repurchase"": 0.0, ""issuance"": 0.0, ""sbc"": 24899329000.0}","2025-12-31,2024-12-31,2023-12-31",,85.69,9.5049526915355,1.8482470339938115,32.748702235918,22.9436193816255,15.1072366213241,0.2902390642249845,0.4142743362953268,13.529529753296712,-1.594457918651893,10.294782303199998,11.838999648679996,13.259679606521598,8.235825842559999,8.879249736509998,9.281775724565117,8.323633999852953,10.404542499816191,6.462448757649808,9.232069653785443,0.13723691627405188,0.009757208889145552,1.0,not_mechanical,0.2902390642249845,0.4142743362953268,8.323633999852953,10.404542499816191,0.4142743362953268
SZSE:000651,格力电器,A,000651,dividend,收入利润下滑,"['2026', '2027', '2028']","[5.238695652174, 5.522608695652, 5.814545454545]",,22.0,https://data.eastmoney.com/report/profitforecast.jshtml,Eastmoney broker consensus mean,0.5156923076923077,"{""cash_dividend_per_share"": 8.379999999999999, ""eps"": 16.25}","2025,2024,2023",,39.0,7.795478622399008,1.4709964756433158,24.99328571428571,19.6322235112199,6.96422965064431,0.2354859086909989,0.3816564906055001,-12.915115176127786,-14.148026898616642,5.238695652174,5.522608695652,5.814545454545,4.4528913043479,4.4180869565216,4.36090909090875,7.444601211718691,8.758354366727872,6.707317073171256,8.943089430895007,0.05139195424785603,-0.044747014399096896,1.0,applied,0.2354859086909989,0.3816564906055001,7.444601211718691,8.758354366727872,0.426403505004597
SSE:605499,东鹏饮料,A,605499,reinvestment,单品依赖待核,"['2026', '2027', '2028']","[7.630095238095, 8.807952380952, 9.94715]",,42.0,https://data.eastmoney.com/report/profitforecast.jshtml,Eastmoney broker consensus mean,0.6253939982188779,"{""cash_dividend_per_share"": 12.5, ""eps"": 19.9874}","2025,2024,2023",,120.81,17.149549293775287,4.510212096821161,46.1025,34.7901112009922,16.7155232750374,0.3719874040187688,0.4929432158091575,20.743504365935337,23.582905520871936,7.630095238095,8.807952380952,9.94715,6.485580952380749,7.046361904761601,7.4603625000000005,15.833354136502567,18.627475454708904,12.14518731495956,16.193583086612747,0.12188798741827722,0.01930288239437794,1.0,not_mechanical,0.3719874040187688,0.4929432158091575,15.833354136502567,18.627475454708904,0.4929432158091575
NASDAQ:ADBE,Adobe,US,ADBE,total_payout,AI替代条件通过,"['F1', 'F2', 'F3']","[24.40247, 26.842717000000004, 29.258561530000005]",26524309379.0,,https://www.tradingview.com/markets/stocks-usa/stock-screener/,F1 analyst consensus; F2-F3 conservative fade model,1.0301909703057732,"{""profit"": 18118000000.0, ""dividend"": 0.0, ""repurchase"": 25181000000.0, ""issuance"": 1023000000.0, ""sbc"": 5493000000.0}","2025-11-28,2024-11-29,2023-12-01",,291.52,16.67362544969944,10.098669180248704,42.005208337206,33.55414014024167,17.997433223033333,0.3969418581583565,0.4969170832574149,11.49064200699084,5.2409375454942495,24.40247,26.842717000000004,29.258561530000005,19.521976000000002,20.132037750000002,20.480993071000004,11.946331662327625,14.932914577909528,9.96357936807975,14.233684811542503,0.18723917625452957,0.05415441562198575,1.0,applied,0.3969418581583565,0.4969170832574149,11.946331662327625,14.932914577909528,0.4969170832574149
SSE:600809,山西汾酒,A,600809,dividend,白酒去库存,"['2026', '2027', '2028']","[9.649382352941, 10.316970588235, 11.279454545455]",,34.0,https://data.eastmoney.com/report/profitforecast.jshtml,Eastmoney broker consensus mean,0.593300833903703,"{""cash_dividend_per_share"": 16.990000000000002, ""eps"": 28.6364}","2025,2024,2023",,119.03,13.223645473431615,3.2252863752447145,37.94166666666667,26.3289610340015,18.2283615746556,0.3485256878567524,0.5022471436056462,-0.2061888136557139,-13.040326498371096,9.649382352941,10.316970588235,11.279454545455,7.7195058823528,7.737727941176249,7.8956181818185,12.335504558353549,15.419380697941936,10.552815255411668,15.075450364873811,0.07810473644976512,-0.04274649020860166,1.0,applied,0.3485256878567524,0.5022471436056462,12.335504558353549,15.419380697941936,0.5449936338142478
SSE:603605,珀莱雅,A,603605,reinvestment,品牌持续性待核,"['2026', '2027', '2028']","[4.434617647059, 4.533264705882, 4.977470588235]",,34.0,https://data.eastmoney.com/report/profitforecast.jshtml,Eastmoney broker consensus mean,0.41674418604651164,"{""cash_dividend_per_share"": 4.48, ""eps"": 10.75}","2025,2024,2023",,61.35,13.240530916154096,3.578983230407182,29.078333333333337,27.3525,19.083680895525,0.4553400899691899,0.4840702281749053,-4.744642787298599,13.23970257740186,4.434617647059,4.533264705882,4.977470588235,3.76942500000015,3.6266117647056,3.7331029411762495,13.834338128493847,16.275691915875115,12.325537421559044,16.434049895412063,0.02415693869346147,-0.06949166820409403,1.0,not_mechanical,0.4553400899691899,0.4840702281749053,13.834338128493847,16.275691915875115,0.5535618963789993
NASDAQ:CHKP,Check Point,US,CHKP,total_payout,低增长但防守,"['F1', 'F2', 'F3']","[10.443949, 11.17502543, 11.8455269558]",2801847314.0,,https://www.tradingview.com/markets/stocks-usa/stock-screener/,F1 analyst consensus; F2-F3 conservative fade model,0.984870028072478,"{""profit"": 2742900000.0, ""dividend"": 0.0, ""repurchase"": 3987500000.0, ""issuance"": 785500000.0, ""sbc"": 500600000.0}","2025-12-31,2024-12-31,2023-12-31",,138.32,14.167631182718605,5.267429032323172,31.201150162546,25.13751862065,13.787182863608331,0.4540740039681451,0.5636050000209711,4.640775228998736,22.200209765745218,10.443949,11.17502543,11.8455269558,9.3995541,9.7222721241,10.06869791243,13.244032501499193,14.715591668332436,11.676981574236637,13.737625381454865,0.06656881795641634,0.010326764023033785,1.0,applied,0.4540740039681451,0.5636050000209711,13.244032501499193,14.715591668332436,0.5636050000209711
HKEX:3998,波司登,HK,03998,dividend,季节/暖冬风险,"['2027', '2028', '2029']","[0.37, 0.39, 0.42]",,11.0,https://www.etnet.com.hk/www/eng/stocks/realtime/quote_profit.php?code=3998,median of current broker forecasts,0.7989130434782609,"{""profit"": 10582363000.0, ""repurchase"": 390687000.0, ""issuance"": 841372000.0}","2026-03-31,2025-03-31,2024-03-31",0.7989130434782609,4.415,11.67989417989418,2.4795152168663197,22.95048758985125,22.6902973751023,14.0336271808393,0.5089170386540742,0.5147528032272658,8.077352320679388,16.446029820440586,0.37,0.39,0.42,0.3145,0.31200000000000006,0.315,11.932432432432433,14.038155802861684,10.511904761904763,14.015873015873016,0.03574416865128627,-0.05896397111897145,1.0,applied,0.5089170386540742,0.5147528032272658,11.932432432432433,14.038155802861684,0.5737167743462372
